wkt_geom,fid,Height,roof_area,type,province,city,DEM高度,求和高度,经度,纬度
MultiPoint ((113.90416329777768567 22.66024657565314016)),41123,7.380892,1855.889,居住用地,广东省,深圳市,39,46.380892,113.9041633,22.66024658
MultiPoint ((113.94619527157691152 22.67712046895580258)),314329,7.383292,22.774,居住用地,广东省,深圳市,47,54.383292,113.9461953,22.67712047
MultiPoint ((113.9236626398110559 22.66125730763680579)),295147,7.384792,66.358,居住用地,广东省,深圳市,52,59.384792,113.9236626,22.66125731
MultiPoint ((113.94173297825855684 22.67614573435603376)),311270,7.386092,160.979,居住用地,广东省,深圳市,43,50.386092,113.941733,22.67614573
MultiPoint ((113.81654077088019505 22.66863386074683717)),166361,7.386392,23.55,居住用地,广东省,深圳市,4,11.386392,113.8165408,22.66863386
MultiPoint ((113.82109654088981188 22.66626211623265164)),173885,7.388492,101.29,居住用地,广东省,深圳市,11,18.388492,113.8210965,22.66626212
MultiPoint ((113.94154021843255009 22.67619435091649649)),311279,7.391092,133.363,居住用地,广东省,深圳市,42,49.391092,113.9415402,22.67619435
MultiPoint ((113.90123295495104117 22.66909728869058682)),105288,7.391492,101.11,居住用地,广东省,深圳市,37,44.391492,113.901233,22.66909729
MultiPoint ((113.91707344857708506 22.65992184272977639)),287302,7.394892,83.71,居住用地,广东省,深圳市,47,54.394892,113.9170734,22.65992184
MultiPoint ((113.80559579072526333 22.66743690935822642)),140528,7.396492,335.837,居住用地,广东省,深圳市,-2,5.396492,113.8055958,22.66743691
MultiPoint ((113.80541710853412951 22.67292738061886226)),140610,7.399292,329.325,居住用地,广东省,深圳市,-1,6.399292,113.8054171,22.67292738
MultiPoint ((113.81464743725064181 22.66660461403687066)),162269,7.400492,11.726,居住用地,广东省,深圳市,6,13.400492,113.8146474,22.66660461
MultiPoint ((113.81701126403210367 22.6676358283542605)),166240,7.401892,75.755,居住用地,广东省,深圳市,2,9.401892,113.8170113,22.66763583
MultiPoint ((113.92035327142693291 22.66712315485511553)),289908,7.403492,93.199,居住用地,广东省,深圳市,55,62.403492,113.9203533,22.66712315
MultiPoint ((113.94516763891304834 22.67688347364096302)),314221,7.404192,28.655,居住用地,广东省,深圳市,44,51.404192,113.9451676,22.67688347
MultiPoint ((113.93217115765820324 22.68227461792174537)),303960,7.406192,36.486,居住用地,广东省,深圳市,45,52.406192,113.9321712,22.68227462
MultiPoint ((113.80748917904863049 22.66964865724252221)),118061,7.412092,9.497,居住用地,广东省,深圳市,-1,6.412092,113.8074892,22.66964866
MultiPoint ((113.93366929956816591 22.68430398699380746)),306567,7.412892,171.985,居住用地,广东省,深圳市,56,63.412892,113.9336693,22.68430399
MultiPoint ((113.93447041003109632 22.68155706015873818)),306178,7.413792,51.451,居住用地,广东省,深圳市,46,53.413792,113.9344704,22.68155706
MultiPoint ((113.93382244435674977 22.68918146808725922)),306733,7.413992,261.807,居住用地,广东省,深圳市,40,47.413992,113.9338224,22.68918147
MultiPoint ((113.81311602357870072 22.66485688467692938)),162035,7.415892,15.414,居住用地,广东省,深圳市,-3,4.415892,113.813116,22.66485688
MultiPoint ((113.80008391660257416 22.68969583838383386)),134635,7.416792,54.903,居住用地,广东省,深圳市,2,9.416792,113.8000839,22.68969584
MultiPoint ((113.86234937735861195 22.66378832706789836)),241639,7.416792,56.516,居住用地,广东省,深圳市,48,55.416792,113.8623494,22.66378833
MultiPoint ((113.81667776668916758 22.66933542831301196)),166355,7.418792,110.603,居住用地,广东省,深圳市,2,9.418792,113.8166778,22.66933543
MultiPoint ((113.91438339024074367 22.67458927919861367)),284841,7.426392,776.055,居住用地,广东省,深圳市,41,48.426392,113.9143834,22.67458928
MultiPoint ((113.94043315798613492 22.67249163978285864)),311156,7.426592,136.368,居住用地,广东省,深圳市,48,55.426592,113.9404332,22.67249164
MultiPoint ((113.91653054238359744 22.67475305764480353)),284831,7.429492,199.583,居住用地,广东省,深圳市,44,51.429492,113.9165305,22.67475306
MultiPoint ((113.83290872169030195 22.67267448074023051)),191827,7.430692,87.422,居住用地,广东省,深圳市,15,22.430692,113.8329087,22.67267448
MultiPoint ((113.81640894443027889 22.66890248782626571)),166319,7.431092,57.961,居住用地,广东省,深圳市,3,10.431092,113.8164089,22.66890249
MultiPoint ((113.92594755126995665 22.68398288722138645)),39741,7.431892,35.949,居住用地,广东省,深圳市,43,50.431892,113.9259476,22.68398289
MultiPoint ((113.92324269339509613 22.66684987292940789)),292633,7.433092,100.257,居住用地,广东省,深圳市,44,51.433092,113.9232427,22.66684987
MultiPoint ((113.91920571835377984 22.6593789384749229)),289799,7.434392,14.817,居住用地,广东省,深圳市,53,60.434392,113.9192057,22.65937894
MultiPoint ((113.85802405902742862 22.66111851320751214)),235360,7.435992,351.291,居住用地,广东省,深圳市,75,82.435992,113.8580241,22.66111851
MultiPoint ((113.81545567518203654 22.6684283622493119)),166214,7.436392,75.622,居住用地,广东省,深圳市,1,8.436392,113.8154557,22.66842836
MultiPoint ((113.81440327039061344 22.66628459443039745)),162380,7.436792,111.702,居住用地,广东省,深圳市,6,13.436792,113.8144033,22.66628459
MultiPoint ((113.81652289724810601 22.66761376120659222)),166272,7.437092,79.201,居住用地,广东省,深圳市,2,9.437092,113.8165229,22.66761376
MultiPoint ((113.85933632385729197 22.6578257513481951)),238247,7.437192,39.39,居住用地,广东省,深圳市,46,53.437192,113.8593363,22.65782575
MultiPoint ((113.91534169663545129 22.65742309605381877)),284696,7.438892,83.021,居住用地,广东省,深圳市,37,44.438892,113.9153417,22.6574231
MultiPoint ((113.86490209661872086 22.66763436549565824)),245414,7.440092,11.464,居住用地,广东省,深圳市,48,55.440092,113.8649021,22.66763437
MultiPoint ((113.94011097684459344 22.67683580443564395)),311291,7.443292,118.549,居住用地,广东省,深圳市,45,52.443292,113.940111,22.6768358
MultiPoint ((113.9348713762077665 22.68643816963732007)),306534,7.448392,95.454,居住用地,广东省,深圳市,49,56.448392,113.9348714,22.68643817
MultiPoint ((113.93128791892199558 22.68749789804412131)),304075,7.448692,44.098,居住用地,广东省,深圳市,54,61.448692,113.9312879,22.6874979
MultiPoint ((113.91099831398382491 22.67278640783408861)),6598,7.448892,134.812,居住用地,广东省,深圳市,48,55.448892,113.9109983,22.67278641
MultiPoint ((113.98355627896259534 22.69600418834135525)),81075,7.452392,817.767,居住用地,广东省,深圳市,98,105.452392,113.9835563,22.69600419
MultiPoint ((113.94175693524407222 22.67607333573818096)),311258,7.452392,18.81,居住用地,广东省,深圳市,44,51.452392,113.9417569,22.67607334
MultiPoint ((113.81431916326155829 22.66650960831184847)),162270,7.458992,89.971,居住用地,广东省,深圳市,6,13.458992,113.8143192,22.66650961
MultiPoint ((113.80258788968276917 22.69247339749599846)),137603,7.460392,449.985,居住用地,广东省,深圳市,0,7.460392,113.8025879,22.6924734
MultiPoint ((113.86320970144143416 22.6591285421376547)),241334,7.462292,35.069,居住用地,广东省,深圳市,37,44.462292,113.8632097,22.65912854
MultiPoint ((113.81410716393686755 22.66663443645829901)),162353,7.463492,38.865,居住用地,广东省,深圳市,6,13.463492,113.8141072,22.66663444
MultiPoint ((113.81648032180899577 22.66754054696888687)),166387,7.463992,66.826,居住用地,广东省,深圳市,2,9.463992,113.8164803,22.66754055
MultiPoint ((113.86389100188405621 22.66882740774832428)),245451,7.464092,31.121,居住用地,广东省,深圳市,56,63.464092,113.863891,22.66882741
MultiPoint ((113.98285232237584808 22.67869077382234977)),330902,7.464992,166.522,居住用地,广东省,深圳市,91,98.464992,113.9828523,22.67869077
MultiPoint ((113.9230467159063096 22.66600162461654122)),292648,7.466492,142.737,居住用地,广东省,深圳市,47,54.466492,113.9230467,22.66600162
MultiPoint ((113.91557386001996122 22.67281965269976851)),284778,7.466992,75.468,居住用地,广东省,深圳市,49,56.466992,113.9155739,22.67281965
MultiPoint ((113.85775390634795201 22.65258041303088632)),235175,7.469492,214.476,居住用地,广东省,深圳市,47,54.469492,113.8577539,22.65258041
MultiPoint ((113.94536873467278326 22.67690129943073885)),314264,7.470492,90.426,居住用地,广东省,深圳市,46,53.470492,113.9453687,22.6769013
MultiPoint ((113.81635128906933119 22.66863974374602364)),166352,7.473192,8.133,居住用地,广东省,深圳市,5,12.473192,113.8163513,22.66863974
MultiPoint ((113.81368930657778549 22.66610562368335735)),162333,7.473492,85.989,居住用地,广东省,深圳市,0,7.473492,113.8136893,22.66610562
MultiPoint ((113.81471927800268418 22.66585407704339161)),162195,7.474592,34.072,居住用地,广东省,深圳市,6,13.474592,113.8147193,22.66585408
MultiPoint ((113.81606532029414325 22.66904615532928702)),166233,7.474992,53.68,居住用地,广东省,深圳市,5,12.474992,113.8160653,22.66904616
MultiPoint ((113.80778370490941143 22.69001482933371605)),145740,7.476692,83.462,医疗卫生用地,广东省,深圳市,1,8.476692,113.8077837,22.69001483
MultiPoint ((113.91557272828025305 22.66049938308284695)),284660,7.477192,88.178,居住用地,广东省,深圳市,48,55.477192,113.9155727,22.66049938
MultiPoint ((113.81480718609338965 22.66652674187724514)),162283,7.481492,57.986,居住用地,广东省,深圳市,7,14.481492,113.8148072,22.66652674
MultiPoint ((113.91364928195295647 22.65994907455079144)),282221,7.481692,78.947,居住用地,广东省,深圳市,37,44.481692,113.9136493,22.65994907
MultiPoint ((113.93522494986081028 22.68934003737999916)),308788,7.483392,136.199,居住用地,广东省,深圳市,56,63.483392,113.9352249,22.68934004
MultiPoint ((113.92406805607835452 22.68398515736789989)),295565,7.484992,190.59,居住用地,广东省,深圳市,33,40.484992,113.9240681,22.68398516
MultiPoint ((113.80258003059695682 22.69108409333626852)),137564,7.487292,19.186,居住用地,广东省,深圳市,-6,1.487292,113.80258,22.69108409
MultiPoint ((113.81623746246337703 22.66913508679314404)),103872,7.489992,67.421,居住用地,广东省,深圳市,6,13.489992,113.8162375,22.66913509
MultiPoint ((113.91923117832597256 22.66198877144994839)),289824,7.490092,37.598,居住用地,广东省,深圳市,54,61.490092,113.9192312,22.66198877
MultiPoint ((113.85587458338102351 22.6614169388346518)),232794,7.491792,267.121,居住用地,广东省,深圳市,115,122.491792,113.8558746,22.66141694
MultiPoint ((113.82008700288042746 22.69158175783993769)),174736,7.491792,46.32,居住用地,广东省,深圳市,6,13.491792,113.820087,22.69158176
MultiPoint ((113.81356594241673008 22.67038338567061118)),162688,7.495192,98.113,医疗卫生用地,广东省,深圳市,12,19.495192,113.8135659,22.67038339
MultiPoint ((113.80797758358932015 22.69125873999218257)),145947,7.498192,79.717,医疗卫生用地,广东省,深圳市,3,10.498192,113.8079776,22.69125874
MultiPoint ((113.9218826665137243 22.67561529122013297)),292825,7.499992,91.356,居住用地,广东省,深圳市,37,44.499992,113.9218827,22.67561529
MultiPoint ((113.87893487754361388 22.66761542730558432)),256496,7.500392,60.431,居住用地,广东省,深圳市,49,56.500392,113.8789349,22.66761543
MultiPoint ((113.92120281467046539 22.68648626496835519)),292974,7.501692,44.122,居住用地,广东省,深圳市,46,53.501692,113.9212028,22.68648626
MultiPoint ((113.92204290588455251 22.67559479961175484)),292826,7.502092,89.283,居住用地,广东省,深圳市,36,43.502092,113.9220429,22.6755948
MultiPoint ((113.81303828761282659 22.66597988789323992)),157572,7.505592,54.105,居住用地,广东省,深圳市,-3,4.505592,113.8130383,22.66597989
MultiPoint ((113.9205098589620917 22.66883910817301384)),101092,7.507692,107.848,居住用地,广东省,深圳市,50,57.507692,113.9205099,22.66883911
MultiPoint ((113.81728620710987343 22.66821596870256528)),166270,7.507692,47.375,居住用地,广东省,深圳市,1,8.507692,113.8172862,22.66821597
MultiPoint ((113.93046912816960514 22.68631282269904759)),304049,7.510492,184.208,居住用地,广东省,深圳市,51,58.510492,113.9304691,22.68631282
MultiPoint ((113.81969295399299824 22.65916740070788649)),169208,7.510892,31.274,居住用地,广东省,深圳市,8,15.510892,113.819693,22.6591674
MultiPoint ((113.81402788334912657 22.66658536027014037)),162293,7.512992,41.359,居住用地,广东省,深圳市,6,13.512992,113.8140279,22.66658536
MultiPoint ((113.80095092153253233 22.68858904501902884)),134602,7.518592,80.456,居住用地,广东省,深圳市,4,11.518592,113.8009509,22.68858905
MultiPoint ((113.98311643375456015 22.67929281890213744)),330922,7.526092,132.505,医疗卫生用地,广东省,深圳市,91,98.526092,113.9831164,22.67929282
MultiPoint ((113.81645177204404717 22.66781603507627807)),166193,7.528092,78.684,居住用地,广东省,深圳市,1,8.528092,113.8164518,22.66781604
MultiPoint ((113.8140586946636148 22.66701361221536715)),162111,7.528192,64.318,居住用地,广东省,深圳市,9,16.528192,113.8140587,22.66701361
MultiPoint ((113.86414895623195775 22.66285859586992046)),245137,7.528392,130.082,居住用地,广东省,深圳市,49,56.528392,113.864149,22.6628586
MultiPoint ((113.81421516925399828 22.66584376391106659)),162330,7.530192,36.53,居住用地,广东省,深圳市,1,8.530192,113.8142152,22.66584376
MultiPoint ((113.94542443094995576 22.67657610466848794)),314282,7.530692,24.329,居住用地,广东省,深圳市,48,55.530692,113.9454244,22.6765761
MultiPoint ((113.8570326332859679 22.65664341644879087)),235276,7.533492,70.729,居住用地,广东省,深圳市,54,61.533492,113.8570326,22.65664342
MultiPoint ((113.81466436238785889 22.66580781245343701)),162346,7.535492,51.5,居住用地,广东省,深圳市,6,13.535492,113.8146644,22.66580781
MultiPoint ((113.94030869046544296 22.67658710782478337)),311286,7.536792,121.461,居住用地,广东省,深圳市,45,52.536792,113.9403087,22.67658711
MultiPoint ((113.93896722674031707 22.68832363581019962)),53536,7.538092,89.87,居住用地,广东省,深圳市,53,60.538092,113.9389672,22.68832364
MultiPoint ((113.81678478881747196 22.66805328869159197)),166250,7.541792,40.48,居住用地,广东省,深圳市,3,10.541792,113.8167848,22.66805329
MultiPoint ((113.92544248572760068 22.65631761665502353)),40886,7.542092,235.92,居住用地,广东省,深圳市,49,56.542092,113.9254425,22.65631762
MultiPoint ((113.86634544264697411 22.66780960268558331)),247719,7.542092,13.015,居住用地,广东省,深圳市,43,50.542092,113.8663454,22.6678096
MultiPoint ((113.85882118755480974 22.65588784225945673)),235242,7.542292,36.315,居住用地,广东省,深圳市,46,53.542292,113.8588212,22.65588784
MultiPoint ((113.85806861529806611 22.65512669573081794)),235243,7.544992,117.742,居住用地,广东省,深圳市,39,46.544992,113.8580686,22.6551267
MultiPoint ((113.8198958054895229 22.6564082028042364)),169157,7.545892,683.523,居住用地,广东省,深圳市,1,8.545892,113.8198958,22.6564082
MultiPoint ((113.81719446831478137 22.6681305644212685)),166381,7.546992,54.209,居住用地,广东省,深圳市,1,8.546992,113.8171945,22.66813056
MultiPoint ((113.91238740703251153 22.65984772563914973)),282204,7.548792,115.711,居住用地,广东省,深圳市,41,48.548792,113.9123874,22.65984773
MultiPoint ((113.9337891205275497 22.68155812393227322)),306181,7.549892,96.452,居住用地,广东省,深圳市,40,47.549892,113.9337891,22.68155812
MultiPoint ((113.81334159294958397 22.66550629869042766)),162236,7.550892,102.724,居住用地,广东省,深圳市,1,8.550892,113.8133416,22.6655063
MultiPoint ((113.80498120970204923 22.69230435595144257)),141114,7.554592,105.457,居住用地,广东省,深圳市,-1,6.554592,113.8049812,22.69230436
